2.986626376698432068e+02,nan,4.577452700207777525e+01,2.687475900788376748e+02,6.698765305833603634e+01,-2.720586468723922735e+01,-4.453204396219007322e+01,-3.273488968335159370e+02,4.422101502454188449e+01,nan,-1.166616751701867543e+02,2.841954173856174748e+01,-4.228510723914223490e+01,-1.710543243953443380e+02,-2.686356815314165942e+02,nan,-3.940222345652991862e+02,-2.970787765383574879e+02,-1.970596004708604596e+02,-6.459512967887858395e+02,nan,nan
3.567483307932661774e+02,nan,9.825250590929317696e+01,3.553670822729336578e+02,1.143702658014735789e+02,1.970471860372526862e+00,-1.299422882025010040e+01,-2.627308282795329433e+02,8.293722354702003940e+01,nan,-9.931070399820055172e+01,7.909588408330546372e+01,6.717745156222918013e+00,-1.444445768622972537e+02,-2.244972417095605124e+02,nan,-3.649608973223175781e+02,-2.768177678886077047e+02,-1.608436914850572066e+02,-5.978356782252012636e+02,-5.933438055172591703e+02,-3.736771927808858891e+02
3.640080149117720794e+02,nan,1.321631298617076027e+02,3.523947866845819590e+02,1.508731668757072839e+02,3.679004414064820594e+01,1.706416130113484542e+01,-2.925199243072138415e+02,6.884936424806164723e+01,nan,-8.100825622165666573e+01,5.346893301243835595e+01,-1.630894204909054679e-01,-1.101805533926617500e+02,-1.867608265794187901e+02,nan,-3.266082606800500798e+02,-2.762730249852602356e+02,-2.100271160009979212e+02,-6.371575533573859502e+02,-6.277031355435274236e+02,-3.852265666124676500e+02
4.460154153444409530e+02,nan,1.847038842841120641e+02,4.791289069742279025e+02,2.110481224341983761e+02,9.703718897682301758e+01,8.461560989692316070e+01,-1.730097876336676563e+02,1.920862046715092220e+02,nan,2.695155412766325753e-01,1.990783915582651389e+02,1.248463111795326768e+02,-1.644089382525453402e+01,-9.475277391965119023e+01,nan,-2.323032625615651341e+02,-1.810750867246060807e+02,-7.765085497449945251e+01,-5.517132933435486848e+02,-5.548008788388324319e+02,-3.309994555970170040e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.880348023119286154e+02,nan,2.254672013229410368e+02,4.445603170554841199e+02,1.586627663664175998e+02,3.201760077363360324e+01,-5.864606094248301815e+00,-3.411894535497694960e+02,-1.599586566695415968e+01,nan,-1.661781571239789628e+02,3.358576275784889731e+01,7.656769300257110444e+00,-9.356301877950863854e+01,-1.256015752796420202e+02,nan,-1.553097362483267716e+02,-4.449848712310449628e+01,6.048092274465307128e+01,-3.863571478157928141e+02,-4.077215047636800591e+02,-2.071807963672708865e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
4.967733291953009029e+02,nan,1.944140228093519909e+02,2.970410638888524772e+02,-2.228385521630116273e+00,-1.186309452092245920e+02,-1.609756843114964795e+02,-4.486483498985489859e+02,-1.060463833450730817e+02,nan,-2.723410689485581315e+02,-1.061054530218652872e+02,-1.561206282053108225e+02,-2.486058998269127187e+02,-2.785433313679795901e+02,nan,-3.185479666245983026e+02,-1.991900821014342000e+02,-9.695226411935345823e+01,-5.697390516082195973e+02,-6.155555832953468780e+02,-4.257555842268347988e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
5.751583792131550581e+02,nan,7.214423384784913651e+01,2.711533904104799149e+02,-1.201351533290653606e+01,-1.352043148955517609e+02,-1.562416102865327048e+02,-4.554423334093744415e+02,-1.194858122483192346e+02,nan,-3.640494201466854065e+02,-1.690083774560953316e+02,-2.365430303301491222e+02,-3.716928591787955156e+02,-4.183140468492556465e+02,nan,-4.865425181753444122e+02,-3.740142401843168045e+02,-2.250793256015203951e+02,-7.090302122432440228e+02,-7.454994092760462081e+02,-5.549063705574035339e+02
5.095987128567894615e+02,nan,5.935267289910370891e+00,2.349748956063558580e+02,-3.938598270559396042e+01,-1.460279755657556962e+02,-2.109055350451426420e+02,-5.130782619850069750e+02,-1.870381756094820958e+02,nan,-4.278457293139026660e+02,-2.467630567119012994e+02,-3.079818866288260324e+02,-4.527813175681903886e+02,-5.136952210686704348e+02,nan,-5.995086465031272382e+02,-4.895432087369317742e+02,-3.556001053876116202e+02,-8.120946310164108581e+02,-8.279243843495878536e+02,-6.342108588592100205e+02
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2.694985644956741453e+02,nan,-1.090158774476512917e+02,1.059525203942939697e+01,-2.604847610340784740e+02,-4.050910450039509669e+02,-4.311890164201795415e+02,-6.868556365148306213e+02,-3.463147284122451310e+02,nan,-5.615682903497881853e+02,-3.949611541451868106e+02,-4.919697421206928993e+02,-6.618310686729228109e+02,-7.303362196405041686e+02,nan,-8.256545212803557661e+02,-7.199049319868518069e+02,-5.711272371306768036e+02,-9.851927722739328601e+02,-9.689287095979570950e+02,nan
